,Year,Country Name,Country Code,"Compulsory education, duration (years)","Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Weighted World Education
268,2019,El Salvador,SLV,0.8823529411764706,0.2505176599336112,0.26673285137084085,2.1835868151562154
269,2020,El Salvador,SLV,0.8823529411764706,0.23966166941361564,0.2789643016302673,2.1985691848945037
270,2016,Estonia,EST,0.5294117647058824,0.3784939443015625,0.2792928477685981,2.1242781966148017
271,2017,Estonia,EST,0.5294117647058824,0.36678934954782794,0.27166490415247174,2.0779851762589536
272,2018,Estonia,EST,0.5294117647058824,0.38770087707355955,0.28535541706320305,2.1608797700426106
273,2019,Estonia,EST,0.5294117647058824,0.39230434345955817,0.2883867017105055,2.1791805567565152
274,2020,Estonia,EST,0.5294117647058824,0.39690780984555657,0.291417986357808,2.1974813434704195
275,2016,Ethiopia,ETH,0.47058823529411764,0.37457540381497656,0.4903352694574138,2.690744851296312
276,2017,Ethiopia,ETH,0.47058823529411764,0.4180908799043772,0.5648349198399463,3.001274754622711
277,2018,Ethiopia,ETH,0.47058823529411764,0.3751059968659859,0.5113902225937187,2.7549708968072455
278,2019,Ethiopia,ETH,0.47058823529411764,0.3753712933914906,0.5219176991618713,2.7870839195627126
279,2020,Ethiopia,ETH,0.47058823529411764,0.3756365899169953,0.5324451757300236,2.8191969423181793
280,2016,Euro area,EMU,0.5882352941176471,0.3564028035469699,0.2577047411997637,2.0741551248108783
281,2017,Euro area,EMU,0.5882352941176471,0.3613455834127489,0.23555307305343062,2.0175856801034366
282,2018,Euro area,EMU,0.5882352941176471,0.35563685598986094,0.2383956707417034,2.0146960183224794
283,2019,Euro area,EMU,0.5882352941176471,0.3552538822113065,0.2287411355126732,1.98496646507828
284,2020,Euro area,EMU,0.6470588235294118,0.35487090843275204,0.21908660028364305,2.014060441245845
285,2016,Europe & Central Asia,ECS,0.5882352941176471,0.358125642994721,0.26320235703051426,2.094093651198632
286,2017,Europe & Central Asia,ECS,0.5882352941176471,0.3538000533698408,0.25498890676734715,2.06080212115937
287,2018,Europe & Central Asia,ECS,0.5882352941176471,0.3462086486949621,0.25029176782734186,2.0315278949895967
288,2019,Europe & Central Asia,ECS,0.5882352941176471,0.34025015154508265,0.2438364732257556,2.000245016885079
289,2020,Europe & Central Asia,ECS,0.5882352941176471,0.33429165439520314,0.23738117862416944,1.9689621387805616
290,2016,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.29321317990880275,0.26320235703051426,1.9642687250267956
291,2017,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.30275460932422366,0.2640052011440373,1.9857601161982066
292,2018,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.3415907670880709,0.2738139766847447,2.092858758348023
293,2019,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.2920046833058893,0.2791197865118599,2.0096040202650056
294,2020,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.29160185110491815,0.2844255963389752,2.024715785344409
295,2016,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.2857516621967131,0.2665376824884939,1.959351665976555
296,2017,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.30275460932422366,0.271252621318238,2.0075023767208084
297,2018,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.3320145611727982,0.2759517718896173,2.0801197321320952
298,2019,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.2920046833058893,0.2934444509737812,2.0525780136507694
299,2020,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.29408902367561474,0.3024133738022103,2.0836534628755072
300,2016,European Union,EUU,0.5882352941176471,0.35467996409921887,0.2562163676569668,2.066244325286985
301,2017,European Union,EUU,0.5882352941176471,0.3418816122547656,0.23555307305343062,1.9786577377874703
302,2018,European Union,EUU,0.5882352941176471,0.342442553139233,0.23700447524990487,1.9841338261458277
303,2019,European Union,EUU,0.5882352941176471,0.33632384765924006,0.22739852904637392,1.9430785765752492
304,2020,European Union,EUU,0.5882352941176471,0.33020514217924707,0.21779258284284297,1.9020233270046703
305,2016,Faroe Islands,FRO,0.5294117647058824,0.5713079513934979,0.34622736213680644,2.7107097539032976
306,2017,Faroe Islands,FRO,0.5294117647058824,0.6093086262446227,0.3675575633397703,2.8507017072144385
307,2018,Faroe Islands,FRO,0.5294117647058824,0.6473093010957476,0.37003532424693764,2.93413633963819
308,2019,Faroe Islands,FRO,0.5294117647058824,0.6853099759468724,0.3283686474205153,2.885137658861173
309,2020,Faroe Islands,FRO,0.5294117647058824,0.7233106507979972,0.32241574251508487,2.943280293847131
310,2016,Finland,FIN,0.5882352941176471,0.5070452495371774,0.2623328446085067,2.389324327017522
311,2017,Finland,FIN,0.5882352941176471,0.47089988595566507,0.252778123886745,2.2883694376892123
312,2018,Finland,FIN,0.5882352941176471,0.46395750145863646,0.25038647705801587,2.267309728208968
313,2019,Finland,FIN,0.5882352941176471,0.44241362741936596,0.24441329328277042,2.2063024288046904
314,2020,Finland,FIN,0.5882352941176471,0.42086975338009547,0.238440109507525,2.145295129400413
315,2016,Fragile and conflict affected situations,FCS,0.5294117647058824,0.2094898416273607,0.2737325868921132,1.7695892086369436
316,2017,Fragile and conflict affected situations,FCS,0.5294117647058824,0.20037432288160967,0.30901336023961434,1.8572004911879447
317,2018,Fragile and conflict affected situations,FCS,0.5294117647058824,0.23172344075831208,0.2806093893849436,1.8346868143773372
318,2019,Fragile and conflict affected situations,FCS,0.5294117647058824,0.2428402403237878,0.2840477906313588,1.8672356172475344
319,2020,Fragile and conflict affected situations,FCS,0.5294117647058824,0.25395703988926344,0.287486191877774,1.8997844201177312
320,2016,France,FRA,0.5882352941176471,0.40628790170915524,0.20411737052226156,2.0131632091027423
321,2017,France,FRA,0.5882352941176471,0.40344388625603794,0.2056599666743805,2.0121029666528645
322,2018,France,FRA,0.5882352941176471,0.40059987080292064,0.20720256282649943,2.0110427242029867
323,2019,France,FRA,0.5882352941176471,0.3977558553498033,0.20874515897861834,2.009982481753109
324,2020,France,FRA,0.7647058823529411,0.394911839896686,0.21028775513073727,2.185392827538525
325,2016,Gabon,GAB,0.5882352941176471,0.20499294554024788,0.21902366060503242,1.6552921670132403
326,2017,Gabon,GAB,0.5882352941176471,0.2461994808262037,0.34214992757720647,2.107084038501674
327,2018,Gabon,GAB,0.5882352941176471,0.2170897507532434,0.31310144222184316,1.9617191222896633
328,2019,Gabon,GAB,0.5882352941176471,0.20483234904017192,0.3016877505954227,1.9029632439842588
329,2020,Gabon,GAB,0.5882352941176471,0.20477881687347996,0.3201419894766077,1.9582188962944302
330,2016,"Gambia, The",GMB,0.5294117647058824,0.1498172848696782,0.22068876307590854,1.4911126236729644
331,2017,"Gambia, The",GMB,0.5294117647058824,0.18199154622282065,0.22953609057689256,1.5820031288822012
332,2018,"Gambia, The",GMB,0.5294117647058824,0.17505360803627593,0.23838341807787658,1.5946692350120641
333,2019,"Gambia, The",GMB,0.5294117647058824,0.21278563398494357,0.2472307455788606,1.6966752694123515
334,2020,"Gambia, The",GMB,0.5294117647058824,0.23377508369003205,0.2560780730798446,1.7651961513254801
335,2016,Georgia,GEO,0.5294117647058824,0.2659631721277593,0.26987300794647356,1.8709571328008217
336,2017,Georgia,GEO,0.5294117647058824,0.26452452602506643,0.27599139493184294,1.8864350015515439
337,2018,Georgia,GEO,0.5294117647058824,0.26057489665327616,0.2759517718896173,1.8784168736812865
338,2019,Georgia,GEO,0.5294117647058824,0.281857161781689,0.24598799425884518,1.831090071045796
339,2020,Georgia,GEO,0.5294117647058824,0.2841135584874384,0.23802632302963572,1.811717850769666
340,2016,Germany,DEU,0.7647058823529411,0.358125642994721,0.23246595039585313,2.1783550195299424
341,2017,Germany,DEU,0.7647058823529411,0.3613455834127489,0.23538815991973627,2.1935615289376478
342,2018,Germany,DEU,0.7647058823529411,0.3694861074323185,0.23927637921307737,2.2215072348568103
343,2019,Germany,DEU,0.7647058823529411,0.3751663396511173,0.24268159362168948,2.243083342520244
344,2020,Germany,DEU,0.7647058823529411,0.38084657186991605,0.24608680803030164,2.2646594501836783
345,2016,Ghana,GHA,0.6470588235294118,0.3351553325624981,0.4707324297003928,2.7295667777555863
346,2017,Ghana,GHA,0.6470588235294118,0.2684430665116525,0.42821133784702864,2.4685789700938026
347,2018,Ghana,GHA,0.6470588235294118,0.2963243268727031,0.3962628115519175,2.4284959119305705
348,2019,Ghana,GHA,0.6470588235294118,0.2769088240278056,0.35902800247767985,2.2779604790180628
349,2020,Ghana,GHA,0.6470588235294118,0.2574933211829081,0.3217931934034422,2.1274250461055546
350,2016,Greece,GRC,0.5882352941176471,0.24795042730808084,0.14791709388434024,1.5278874303868295
351,2017,Greece,GRC,0.5882352941176471,0.25695976392490905,0.15306454361936164,1.5613484528255501
352,2018,Greece,GRC,0.5882352941176471,0.2659691005417372,0.15821199335438302,1.5948094752642707
353,2019,Greece,GRC,0.5882352941176471,0.27497843715856535,0.1633594430894044,1.628270497702991
354,2020,Greece,GRC,0.5882352941176471,0.2839877737753935,0.1685068928244258,1.6617315201417115
355,2016,Grenada,GRD,0.7058823529411765,0.2068467570622769,0.2991688833218869,2.0170825170313913
356,2017,Grenada,GRD,0.7058823529411765,0.23487603368778914,0.2991688833218869,2.0731410702824156
357,2018,Grenada,GRD,0.7058823529411765,0.2629053103133014,0.2991688833218869,2.1291996235334403
358,2019,Grenada,GRD,0.7058823529411765,0.29093458693881363,0.2991688833218869,2.1852581767844645
359,2020,Grenada,GRD,0.7058823529411765,0.3189638635643259,0.2991688833218869,2.2413167300354893
360,2016,Guatemala,GTM,0.9411764705882353,0.21792452790239805,0.49931364763062075,2.8749664692848933
361,2017,Guatemala,GTM,0.9411764705882353,0.21832118467214204,0.49192669338926115,2.8535989201003025
362,2018,Guatemala,GTM,0.9411764705882353,0.23215635613140187,0.5060207517454268,2.9235514380873195
363,2019,Guatemala,GTM,0.9411764705882353,0.23676167514676877,0.5061451884175242,2.933135386134345
364,2020,Guatemala,GTM,0.9411764705882353,0.24419470647681338,0.45044539144192813,2.7809020578676464
365,2016,Guinea,GIN,0.35294117647058826,0.18830490129508315,0.3359799899979268,1.737490949054535
366,2017,Guinea,GIN,0.35294117647058826,0.1717159991872428,0.28501323653444516,1.5514128844484094
367,2018,Guinea,GIN,0.35294117647058826,0.17645082581748062,0.3168309458316841,1.6563356656006019
368,2019,Guinea,GIN,0.35294117647058826,0.13678801600756454,0.2643154190854001,1.4194634657419178
369,2020,Guinea,GIN,0.35294117647058826,0.16277106349606588,0.26187368466739497,1.4641043574649049
370,2016,Guinea-Bissau,GNB,0.5294117647058824,0.17021074664774616,0.21306549294681448,1.5090297368418182
371,2017,Guinea-Bissau,GNB,0.5294117647058824,0.1628102863064014,0.31959823942022175,1.8138270555793503
372,2018,Guinea-Bissau,GNB,0.5294117647058824,0.15821237780850655,0.42613098589362897,2.124229478003782
373,2019,Guinea-Bissau,GNB,0.5294117647058824,0.21815245424693558,0.5326637323670362,2.563707870300862
374,2020,Guinea-Bissau,GNB,0.5294117647058824,0.23413302344666542,0.6391964788404435,2.9152672481205437
375,2016,Guyana,GUY,0.35294117647058826,0.3506156481475009,0.39880555424833536,2.2505891355105963
376,2017,Guyana,GUY,0.35294117647058826,0.34521553348915196,0.37575656643215594,2.1706419427453603
377,2018,Guyana,GUY,0.35294117647058826,0.329363730852546,0.3410362559370554,2.0347774059868464
378,2019,Guyana,GUY,0.35294117647058826,0.31873777220506855,0.31215160678141546,1.9268715412249717
379,2020,Guyana,GUY,0.35294117647058826,0.3081118135575911,0.2832669576257754,1.8189656764630968
380,2016,Haiti,HTI,0.35294117647058826,0.10529014963669736,0.2792694193749133,1.401329733868723
381,2017,Haiti,HTI,0.35294117647058826,0.11775549576326617,0.32379242987757795,1.5598294576298546
382,2018,Haiti,HTI,0.35294117647058826,0.12448326638107242,0.31201609597700675,1.5379559971637533
383,2019,Haiti,HTI,0.35294117647058826,0.13407982475325994,0.3283894342780534,1.6062691288112685
384,2020,Haiti,HTI,0.35294117647058826,0.14367638312544748,0.3447627725791002,1.6745822604587839
385,2016,Heavily indebted poor countries (HIPC),HPC,0.5,0.2290281826214049,0.31941266134604546,1.916294349280946
386,2017,Heavily indebted poor countries (HIPC),HPC,0.5,0.2684430665116525,0.33904707761979386,2.0540273658826864
387,2018,Heavily indebted poor countries (HIPC),HPC,0.5,0.24502502849343963,0.3580004042769478,2.064051269817723
388,2019,Heavily indebted poor countries (HIPC),HPC,0.5,0.254478387437521,0.3108676576572408,1.9415597478467643
389,2020,Heavily indebted poor countries (HIPC),HPC,0.5,0.262961789042893,0.2840704113245659,1.8781348120594838
390,2016,High income,HIC,0.5882352941176471,0.3645810506292902,0.27471150970943325,2.1415319245045272
391,2017,High income,HIC,0.5882352941176471,0.3613455834127489,0.252778123886745,2.06926083260338
392,2018,High income,HIC,0.5882352941176471,0.36251115194659084,0.25041512756547046,2.0645029807072404
393,2019,High income,HIC,0.5882352941176471,0.36147620260524116,0.2382669364934891,2.025988508808597
394,2020,High income,HIC,0.5882352941176471,0.3604412532638915,0.22611874542150773,1.9874740369099535
395,2016,Honduras,HND,0.7058823529411765,0.3818359818169894,0.383718400217436,2.6207095172274633
396,2017,Honduras,HND,0.7058823529411765,0.36536254262900164,0.4191098234502906,2.6939369085500515
397,2018,Honduras,HND,0.7058823529411765,0.44820708175868607,0.4933554799724028,3.082362956375757
398,2019,Honduras,HND,0.7058823529411765,0.3635738554402831,0.42863963245422265,2.7189489611844104
399,2020,Honduras,HND,0.7058823529411765,0.357486479981381,0.5167854585792114,2.971211688641573
400,2016,"Hong Kong SAR, China",HKG,0.5294117647058824,0.2436714886550974,0.38622298287626244,2.1754236906448643
401,2017,"Hong Kong SAR, China",HKG,0.5294117647058824,0.2449628771891635,0.380136111449093,2.1597458534314886
402,2018,"Hong Kong SAR, China",HKG,0.5294117647058824,0.2461780256137126,0.4003040367467767,2.2226799261736376
403,2019,"Hong Kong SAR, China",HKG,0.5294117647058824,0.28200221383916246,0.43282146865020965,2.3918805983348363
404,2020,"Hong Kong SAR, China",HKG,0.5294117647058824,0.3260897642333278,0.4393636189923043,2.499682150149451
405,2016,Hungary,HUN,0.7647058823529411,0.34193786161119705,0.21014051996972935,2.079003165484523
406,2017,Hungary,HUN,0.7647058823529411,0.3418816122547656,0.21169356034938866,2.083549787910638
407,2018,Hungary,HUN,0.7647058823529411,0.342442553139233,0.21466433349938427,2.09358398912956
408,2019,Hungary,HUN,0.7647058823529411,0.34269489890325094,0.21692624026421173,2.1008744009520783
409,2020,Hungary,HUN,0.7647058823529411,0.34294724466726895,0.2191881470290392,2.1081648127745964
410,2016,IBRD only,IBD,0.5882352941176471,0.29321317990880275,0.31577765361203197,2.1219946147713484
411,2017,IBRD only,IBD,0.5882352941176471,0.2966421763179486,0.30893984425665566,2.108339179523511
412,2018,IBRD only,IBD,0.5882352941176471,0.308410775005327,0.3006488344282713,2.107003347413115
413,2019,IBRD only,IBD,0.5882352941176471,0.2873497932218606,0.30144474958928197,2.067269129329214
414,2020,IBRD only,IBD,0.5882352941176471,0.2853953309928799,0.2966671149150319,2.0490273008485027
415,2016,IDA & IBRD total,IBT,0.5294117647058824,0.28263901548522935,0.3180469058793036,2.0488305133142517
416,2017,IDA & IBRD total,IBT,0.5294117647058824,0.28957806524939467,0.32668895554229627,2.0886347618315604
417,2018,IDA & IBRD total,IBT,0.5294117647058824,0.28110045972733116,0.3168309458316841,2.042105521655597
418,2019,IDA & IBRD total,IBT,0.5294117647058824,0.271093914475994,0.30144474958928197,1.9759338424257162
419,2020,IDA & IBRD total,IBT,0.5294117647058824,0.26724554747291557,0.2959106974926081,1.9516349521295377
420,2016,IDA blend,IDB,0.5588235294117647,0.3968626409771546,0.2957154100797932,2.2396950416054535
421,2017,IDA blend,IDB,0.5588235294117647,0.35982219274953586,0.33420963247129026,2.2810968123247073
422,2018,IDA blend,IDB,0.5588235294117647,0.26547548950173144,0.3320156944635112,2.085821591805761
423,2019,IDA blend,IDB,0.5588235294117647,0.2884702193534344,0.35016583665537016,2.1862614780847442
424,2020,IDA blend,IDB,0.5588235294117647,0.2523394121455277,0.3683159788472291,2.1684502902445075
425,2016,IDA only,IDX,0.5294117647058824,0.24168112952659976,0.32699502830385807,1.9937591086706559
426,2017,IDA only,IDX,0.5294117647058824,0.27715379456252903,0.34445359093268924,2.1170801266290082
427,2018,IDA only,IDX,0.5294117647058824,0.25936899373147815,0.3385295397298019,2.0637383713582444
428,2019,IDA only,IDX,0.5294117647058824,0.2546319527680431,0.34429679544277375,2.0715660565702896
429,2020,IDA only,IDX,0.5294117647058824,0.2589488938485242,0.3500640511557457,2.097501705870168
430,2016,IDA total,IDA,0.5294117647058824,0.25990293915944007,0.320950787206221,2.0120700046434257
431,2017,IDA total,IDA,0.5294117647058824,0.2793787406792453,0.33904707761979386,2.1053104789237547
432,2018,IDA total,IDA,0.5294117647058824,0.26364535634743613,0.33852740618137483,2.0722846959448793
433,2019,IDA total,IDA,0.5294117647058824,0.2547855180985652,0.3473157156689518,2.080929947909868
434,2020,IDA total,IDA,0.5294117647058824,0.2530797110782736,0.35610402515652867,2.1038832623320154
435,2016,Iceland,ISL,0.5882352941176471,0.5500175346958659,0.34036487904568674,2.709365000646439
436,2017,Iceland,ISL,0.5882352941176471,0.5612410810011198,0.3631637540276324,2.800208718202784
437,2018,Iceland,ISL,0.5882352941176471,0.5605158383578405,0.36683825272706105,2.8097817290145115
438,2019,Iceland,ISL,0.5882352941176471,0.5657649901888278,0.3800749395677482,2.8599900931985474
439,2020,Iceland,ISL,0.5882352941176471,0.571014142019815,0.39331162640843537,2.910198457382583
440,2016,India,IND,0.47058823529411764,0.2553886460003563,0.2717341327190678,1.7965679254520337
441,2017,India,IND,0.47058823529411764,0.2553886460003563,0.2717341327190678,1.7965679254520337
442,2018,India,IND,0.47058823529411764,0.2553886460003563,0.2717341327190678,1.7965679254520337
443,2019,India,IND,0.47058823529411764,0.2553886460003563,0.2717341327190678,1.7965679254520337
444,2020,India,IND,0.47058823529411764,0.2553886460003563,0.2717341327190678,1.7965679254520337
445,2016,Indonesia,IDN,0.5294117647058824,0.259016358964337,0.44911604853501824,2.394792628239611
446,2017,Indonesia,IDN,0.5294117647058824,0.19759100309540828,0.34325872253523826,1.9543699385024134
447,2018,Indonesia,IDN,0.5294117647058824,0.2220140219694317,0.42613098589362897,2.2518327663256326
448,2019,Indonesia,IDN,0.5294117647058824,0.21031018591153344,0.38806114660387564,2.114215576340576
449,2020,Indonesia,IDN,0.5294117647058824,0.19407479489393228,0.3677095126268281,2.0206898923742314
450,2016,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.24908197803790805,0.41431502895083,2.2705208076341883
451,2017,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.2805073183800382,0.4326339602226933,2.3883282821340384
452,2018,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.2927151225583139,0.4505491428540331,2.466489438384609
453,2019,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.271093914475994,0.45268236616941576,2.4296466921661177
454,2020,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.2784312266220227,0.465471478575611,2.4826886536767607
455,2016,Ireland,IRL,0.5882352941176471,0.2761662019566447,0.28146634435049067,1.9849667310824084
456,2017,Ireland,IRL,0.5882352941176471,0.25671110577553813,0.28128287950523295,1.9455061441844221
457,2018,Ireland,IRL,0.5882352941176471,0.2503644739510073,0.2813092948667161,1.93289212661981
458,2019,Ireland,IRL,0.5882352941176471,0.2374636099481886,0.2812307701248287,1.9068548243885104
459,2020,Ireland,IRL,0.5882352941176471,0.2245627459453699,0.2811522453829414,1.8808175221572112
460,2016,Israel,ISR,0.8823529411764706,0.4339093705005362,0.3289006731203057,2.73687370153846
461,2017,Israel,ISR,0.8823529411764706,0.45163052910177226,0.3345358418661049,2.7892215249783296
462,2018,Israel,ISR,0.8823529411764706,0.45623140180665533,0.3307036434586194,2.786926675165639
463,2019,Israel,ISR,0.8823529411764706,0.4673924174597149,0.3316051286277763,2.811953161979229
464,2020,Israel,ISR,0.8823529411764706,0.47855343311277454,0.33250661379693314,2.836979648792819
465,2016,Italy,ITA,0.7058823529411765,0.2823862903732928,0.16565628924967166,1.7676238014367773
466,2017,Italy,ITA,0.7058823529411765,0.29934446562440886,0.17674166841211295,1.834796289426333
467,2018,Italy,ITA,0.7058823529411765,0.31494318144524946,0.18740687061113898,1.8979893276650923
468,2019,Italy,ITA,0.7058823529411765,0.3312216269812278,0.19828216129187268,1.96317209077925
469,2020,Italy,ITA,0.7058823529411765,0.34750007251720605,0.20915745197260635,2.0283548538934077
470,2016,Jamaica,JAM,0.35294117647058826,0.3933059807604615,0.4079164562581528,2.36330250676597
471,2017,Jamaica,JAM,0.35294117647058826,0.3892771647162538,0.39209463006586825,2.3077793961007007
472,2018,Jamaica,JAM,0.35294117647058826,0.4006472275383859,0.3959609042896695,2.3421183444163685
473,2019,Jamaica,JAM,0.35294117647058826,0.382133496449409,0.36890137373697013,2.2239122905803166
474,2020,Jamaica,JAM,0.35294117647058826,0.3998753692113891,0.35589634622990923,2.2203809535830943
475,2016,Jordan,JOR,0.5882352941176471,0.2555248230809529,0.2588779794800595,1.8759188787197312
476,2017,Jordan,JOR,0.5882352941176471,0.23892704599623504,0.23854918463094216,1.7817369400029435
477,2018,Jordan,JOR,0.5882352941176471,0.22088989940116652,0.20934367011131155,1.6580461032539149
478,2019,Jordan,JOR,0.5882352941176471,0.22116075381477562,0.21007724501922156,1.660788536804863
479,2020,Jordan,JOR,0.5882352941176471,0.20970606405938322,0.1938103335322756,1.5890784228332402
480,2016,Kazakhstan,KAZ,0.5294117647058824,0.22039332415417254,0.29496999905798776,1.855108410188191
481,2017,Kazakhstan,KAZ,0.5294117647058824,0.20357353149480498,0.24331888453699244,1.6665154813064698
482,2018,Kazakhstan,KAZ,0.5294117647058824,0.19359253488465777,0.2957387470356887,1.803813075582264
483,2019,Kazakhstan,KAZ,0.5294117647058824,0.21142913876165706,0.30062540603458654,1.8541462603329562
484,2020,Kazakhstan,KAZ,0.5294117647058824,0.2084410769641519,0.30251054169345276,1.8538255437145446
485,2016,Kenya,KEN,0.7058823529411765,0.3968626409771546,0.36976600947685623,2.6089056633260546
486,2017,Kenya,KEN,0.7058823529411765,0.39715941455782716,0.3773112933310484,2.632135062049976
487,2018,Kenya,KEN,0.7058823529411765,0.3926873084160679,0.40557422647490693,2.707979649198033
488,2019,Kenya,KEN,0.7058823529411765,0.3681281124614486,0.4234783349739323,2.7125735827858706
489,2020,Kenya,KEN,0.7058823529411765,0.3759415150668876,0.44138244347295763,2.7819127134938246
490,2016,Kiribati,KIR,0.5294117647058824,0.7469728212566916,0.27459987432790234,2.8471570302029727
491,2017,Kiribati,KIR,0.5294117647058824,0.8039246241685472,0.2673733222892748,2.939380979910801
492,2018,Kiribati,KIR,0.5294117647058824,0.8857094240115305,0.3225751897009026,3.2685561818316513
493,2019,Kiribati,KIR,0.5294117647058824,0.9172627722209468,0.26408743419628694,3.1561996117366364
494,2020,Kiribati,KIR,0.5294117647058824,0.9740260892090318,0.4299152505797782,3.7672096948632805
495,2016,Kuwait,KWT,0.5294117647058824,0.432757881949892,0.22404603360342804,2.0670656294159504
496,2017,Kuwait,KWT,0.5294117647058824,0.47107600925425425,0.23730829254598448,2.183488660852344
497,2018,Kuwait,KWT,0.5294117647058824,0.47282845548371544,0.25044377807292517,2.226400009892089
498,2019,Kuwait,KWT,0.5294117647058824,0.4804701811010491,0.27328418613092803,2.3102046853007647
499,2020,Kuwait,KWT,0.5294117647058824,0.4848238601159669,0.2538178934732677,2.260513165357619
500,2016,Kyrgyz Republic,KGZ,0.5882352941176471,0.487405896132352,0.36052640369808725,2.644626297476613
501,2017,Kyrgyz Republic,KGZ,0.5882352941176471,0.4459662118514499,0.3468309734662176,2.5206606382191996
502,2018,Kyrgyz Republic,KGZ,0.5882352941176471,0.4109235332698001,0.35786267864607385,2.483670396595469
503,2019,Kyrgyz Republic,KGZ,0.5882352941176471,0.39716456663187943,0.35097745371683303,2.435496788531905
504,2020,Kyrgyz Republic,KGZ,0.5882352941176471,0.3670841234650552,0.34779447038974826,2.3657869522170025
505,2016,Late-demographic dividend,LTE,0.5882352941176471,0.3242041051302589,0.28558532214590104,2.093399470815868
506,2017,Late-demographic dividend,LTE,0.5882352941176471,0.31299869694872295,0.27599139493184294,2.0422068728106217
507,2018,Late-demographic dividend,LTE,0.5882352941176471,0.32925419634667136,0.2786305333781667,2.08263528694549
508,2019,Late-demographic dividend,LTE,0.5882352941176471,0.3006047829173599,0.2989217168164345,2.0862100104016705
509,2020,Late-demographic dividend,LTE,0.5882352941176471,0.29273834217972694,0.30336718170661225,2.083813523596938
510,2016,Latin America & Caribbean,LCN,0.7647058823529411,0.32286389540132193,0.3628111089518241,2.498867000011057
511,2017,Latin America & Caribbean,LCN,0.7647058823529411,0.32723126622947457,0.3745115901259226,2.542703185189658
512,2018,Latin America & Caribbean,LCN,0.7647058823529411,0.3148476916343939,0.3440658134261091,2.426598705900056
513,2019,Latin America & Caribbean,LCN,0.7647058823529411,0.2991838691243329,0.3112607791946439,2.296855958185539
514,2020,Latin America & Caribbean,LCN,0.7647058823529411,0.29129052703200325,0.2940773359422505,2.229518944243699
515,2016,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.32286389540132193,0.38148768389866794,2.584308489557471
516,2017,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.3284294057520148,0.3745115901259226,2.574511228940621
517,2018,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.3027871538467889,0.3486412994667282,2.445615853152586
518,2019,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.2991838691243329,0.33505156116005674,2.3976400687876596
519,2020,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.29129052703200325,0.3400269656137829,2.3967795979641786
520,2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.32286389540132193,0.3628111089518241,2.557690529422822
521,2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.32723126622947457,0.3745115901259226,2.601526714601423
522,2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.3148476916343939,0.3440658134261091,2.4854222353118205
523,2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.2991838691243329,0.3112607791946439,2.3556794875973033
524,2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.29129052703200325,0.3400269656137829,2.4261913626700613
525,2016,Latvia,LVA,0.6470588235294118,0.34482701064453775,0.27471150970943325,2.160847373946787
526,2017,Latvia,LVA,0.6470588235294118,0.3234226131305474,0.25498890676734715,2.0588707700925477
527,2018,Latvia,LVA,0.6470588235294118,0.3141624304972857,0.23751496227032934,1.987928571334971
528,2019,Latvia,LVA,0.6470588235294118,0.2988301404236597,0.21891668855077742,1.9014691700290633
529,2020,Latvia,LVA,0.6470588235294118,0.28349785035003366,0.20031841483122548,1.8150097687231557
530,2016,Least developed countries: UN classification,LDC,0.47058823529411764,0.21720593708075445,0.2792694193749133,1.7428083675803663
531,2017,Least developed countries: UN classification,LDC,0.47058823529411764,0.2556454468969024,0.32082666548651034,1.9443591255474533
532,2018,Least developed countries: UN classification,LDC,0.47058823529411764,0.2435393873591111,0.31201609597700675,1.89371529794336
533,2019,Least developed countries: UN classification,LDC,0.47058823529411764,0.22863669556980248,0.3283894342780534,1.913029929267883
534,2020,Least developed countries: UN classification,LDC,0.47058823529411764,0.23244694839948515,0.3447627725791002,1.9697704498303885
