,Year,Country Name,Country Code,Life Expectancy at birth (total years),"Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",Weighted World Death
214,2020,"Congo, Dem. Rep.",COD,0.7222970261586036,0.7112597547380155,0.5929203539823009,0.6231772831926323,-4.971692678034859
215,2016,"Congo, Rep.",COG,0.7522788095396196,0.4080267558528428,0.4469026548672566,0.38986953184957784,-2.963960794166147
216,2017,"Congo, Rep.",COG,0.7569897253649825,0.39687848383500557,0.4402654867256637,0.37682271680736756,-2.8648545697114893
217,2018,"Congo, Rep.",COG,0.7609667799311183,0.38684503901895206,0.4292035398230088,0.36531082118188796,-2.7615772023033647
218,2019,"Congo, Rep.",COG,0.7642809920695643,0.40022296544035674,0.4225663716814159,0.4029163468917881,-2.9155294414225494
219,2020,"Congo, Rep.",COG,0.7675952042080105,0.36789297658862874,0.413716814159292,0.34228702993092863,-2.5784893111708374
220,2016,Costa Rica,CRI,0.9438165981979701,0.08472686733556298,0.13716814159292035,0.06830391404451266,0.08964278257003244
221,2017,Costa Rica,CRI,0.9458998172564221,0.08361204013377926,0.13495575221238937,0.06676899462778203,0.10673250184056737
222,2018,Costa Rica,CRI,0.9480422186744891,0.08249721293199554,0.13053097345132744,0.0644666155026861,0.1335884104457713
223,2019,Costa Rica,CRI,0.9502201295083252,0.0802675585284281,0.12831858407079644,0.06293169608595547,0.15300247589525784
224,2020,Costa Rica,CRI,0.9523802856342769,0.07469342251950947,0.1238938053097345,0.060629316960859554,0.18879475682261626
225,2016,Cote d'Ivoire,CIV,0.6695537072696152,0.717948717948718,0.7876106194690266,0.6784343821949348,-5.84291311581464
226,2017,Cote d'Ivoire,CIV,0.6748801196349754,0.7012263099219621,0.7743362831858407,0.6600153491941673,-5.690642746543139
227,2018,Cote d'Ivoire,CIV,0.6796738907637994,0.6833890746934225,0.7632743362831858,0.6385264773599386,-5.5310331769123575
228,2019,Cote d'Ivoire,CIV,0.6839468571280106,0.6622073578595318,0.7499999999999999,0.6162701458173445,-5.355548441860431
229,2020,Cote d'Ivoire,CIV,0.6897940742579837,0.6454849498327759,0.7345132743362832,0.5978511128165771,-5.196120099682727
230,2016,Croatia,HRV,0.9235046349891892,0.04570791527313266,0.0663716814159292,0.036838066001534914,0.48562149618899664
231,2017,Croatia,HRV,0.9211950794920142,0.04570791527313266,0.0663716814159292,0.036838066001534914,0.4833119406918216
232,2018,Croatia,HRV,0.9240820238634831,0.04459308807134894,0.0663716814159292,0.036070606293169605,0.4914983783003193
233,2019,Croatia,HRV,0.9282680932021136,0.043478260869565216,0.0663716814159292,0.03530314658480429,0.5009839408759784
234,2020,Croatia,HRV,0.9298559126064216,0.043478260869565216,0.0663716814159292,0.03530314658480429,0.5025717602802864
235,2016,Cuba,CUB,0.9304295484530316,0.04905239687848384,0.050884955752212385,0.04221028396009209,0.5108287515990584
236,2017,Cuba,CUB,0.931080554408798,0.047937569676700105,0.050884955752212385,0.04144282425172678,0.5167792507918535
237,2018,Cuba,CUB,0.9318380886118713,0.047937569676700105,0.050884955752212385,0.040675364543361466,0.5206066238283882
238,2019,Cuba,CUB,0.9327376604780211,0.04682274247491639,0.050884955752212385,0.039907904834996163,0.5268056889315664
239,2020,Cuba,CUB,0.9335070311530176,0.04570791527313266,0.053097345132743355,0.03914044512663085,0.5262373847019988
240,2016,Cyprus,CYP,0.9529898639383126,0.026755852842809364,0.037610619469026545,0.022256331542594012,0.6976209736752382
241,2017,Cyprus,CYP,0.9548718629740731,0.025641025641025637,0.037610619469026545,0.0214888718342287,0.7048024659480274
242,2018,Cyprus,CYP,0.9567183525940647,0.025641025641025637,0.037610619469026545,0.0214888718342287,0.706648955568019
243,2019,Cyprus,CYP,0.9585411692702102,0.025641025641025637,0.037610619469026545,0.0214888718342287,0.7084717722441645
244,2020,Cyprus,CYP,0.9603916043808427,0.025641025641025637,0.035398230088495575,0.0214888718342287,0.7169593754963899
245,2016,Czech Republic,CZE,0.9353988457996413,0.028985507246376812,0.035398230088495575,0.024558710667689946,0.6729982983706412
246,2017,Czech Republic,CZE,0.9348214569253472,0.028985507246376812,0.035398230088495575,0.024558710667689946,0.6724209094963471
247,2018,Czech Republic,CZE,0.9354277152433554,0.027870680044593088,0.035398230088495575,0.023791250959324634,0.6783266610513841
248,2019,Czech Republic,CZE,0.9366113624356577,0.026755852842809364,0.035398230088495575,0.02302379125095932,0.6848098014807149
249,2020,Czech Republic,CZE,0.936640231879372,0.025641025641025637,0.035398230088495575,0.022256331542594012,0.6901381641614579
250,2016,Denmark,DNK,0.9570220591419436,0.03901895206243032,0.06415929203539822,0.03146584804297774,0.5606428867389773
251,2017,Denmark,DNK,0.9599667424008422,0.0379041248606466,0.06194690265486725,0.03069838833461243,0.5755242313764976
252,2018,Denmark,DNK,0.9582057063342457,0.03678929765886287,0.059734513274336286,0.02993092862624712,0.5856998566885226
253,2019,Denmark,DNK,0.9611503895931445,0.03567447045707915,0.05752212389380531,0.028396009209516498,0.6036510401595042
254,2020,Denmark,DNK,0.9546836342010528,0.03455964325529543,0.05530973451327433,0.02762854950115119,0.6091209461460343
255,2016,Djibouti,DJI,0.7701282091995375,0.5919732441471572,0.7345132743362832,0.48963929393706823,-4.5759152778519
256,2017,Djibouti,DJI,0.7799406444237232,0.5752508361204013,0.7190265486725663,0.474290099769762,-4.4248010729138265
257,2018,Djibouti,DJI,0.7880959735786857,0.5585284280936454,0.7035398230088495,0.45817344589409054,-4.272274135211516
258,2019,Djibouti,DJI,0.7943693036978876,0.5418060200668896,0.6880530973451328,0.4435917114351496,-4.127768874211888
259,2020,Djibouti,DJI,0.8044066318886106,0.5261984392419176,0.6725663716814159,0.4290099769762087,-3.981729269544307
260,2016,Dominican Republic,DOM,0.869637428656388,0.3210702341137124,0.5420353982300885,0.26861089792785875,-2.4730528259727373
261,2017,Dominican Republic,DOM,0.8722177795356068,0.31995540691192864,0.5398230088495575,0.26784343821949347,-2.4585358137148967
262,2018,Dominican Republic,DOM,0.8746205833359804,0.31884057971014496,0.5353982300884955,0.26707597851112813,-2.4375591803943086
263,2019,Dominican Republic,DOM,0.8768576765294317,0.31549609810479373,0.5287610619469026,0.2640061396776669,-2.3964422642315313
264,2020,Dominican Republic,DOM,0.8791776250263443,0.3110367892976588,0.5176991150442477,0.259401381427475,-2.333598824411616
265,2016,Early-demographic dividend,EAR,0.8286860182177286,0.3461625768086154,0.4827097215817655,0.29727427478424556,-2.500865399281781
266,2017,Early-demographic dividend,EAR,0.831562276476655,0.33276858631894873,0.4670239285909336,0.2839035342040982,-2.3706608187504363
267,2018,Early-demographic dividend,EAR,0.8342728716271204,0.3203529497758372,0.4522407017746925,0.2720100212858266,-2.2511952183919384
268,2019,Early-demographic dividend,EAR,0.8368527844046789,0.30865162142339914,0.43514478642730525,0.26128498078947887,-2.131024740881951
269,2020,Early-demographic dividend,EAR,0.839694061928051,0.29794297230050837,0.41934132659731416,0.25111031283685953,-2.0186571138123464
270,2016,East Asia & Pacific,EAS,0.8952853453409539,0.14492753623188406,0.17920353982300882,0.12509593246354567,-0.43256407644602324
271,2017,East Asia & Pacific,EAS,0.898016381326426,0.13823857302118173,0.17035398230088494,0.11972371450498848,-0.3684175696385462
272,2018,East Asia & Pacific,EAS,0.9004192229596318,0.1326644370122631,0.16371681415929204,0.1143514965464313,-0.3134660797284955
273,2019,East Asia & Pacific,EAS,0.902710966411955,0.1282051282051282,0.1570796460176991,0.10974673829623945,-0.26392518123635655
274,2020,East Asia & Pacific,EAS,0.9062094892828422,0.12263099219620958,0.15044247787610618,0.10590943975441289,-0.21401768775554697
275,2016,East Asia & Pacific (IDA & IBRD countries),TEA,0.8853675858258553,0.15192564835408917,0.18739761268251237,0.13064034514456407,-0.5032379295081165
276,2017,East Asia & Pacific (IDA & IBRD countries),TEA,0.888211510404422,0.14535897630055072,0.17891619524187477,0.1251102311718841,-0.4396959526098402
277,2018,East Asia & Pacific (IDA & IBRD countries),TEA,0.890768846465823,0.13887990815774917,0.1706765688830239,0.11973333581569223,-0.3779540197615161
278,2019,East Asia & Pacific (IDA & IBRD countries),TEA,0.8930432837579885,0.13356686713465774,0.1626933029513774,0.1150756057321059,-0.3224727822938829
279,2020,East Asia & Pacific (IDA & IBRD countries),TEA,0.8967432841401222,0.12877067507082274,0.1572412056480586,0.11059986713865617,-0.2749211515003238
280,2016,East Asia & Pacific (excluding high income),EAP,0.8849188664457011,0.1521213576649866,0.1880121733865199,0.13091282425295395,-0.5070116660556476
281,2017,East Asia & Pacific (excluding high income),EAP,0.8877580622334963,0.14554246781578037,0.1795081591930867,0.12536059651034764,-0.4432937370187152
282,2018,East Asia & Pacific (excluding high income),EAP,0.890311758088231,0.13904977188356857,0.1712423667480398,0.11997791859210898,-0.3814265602914614
283,2019,East Asia & Pacific (excluding high income),EAP,0.8925848351093726,0.13372196426161204,0.16322861737763827,0.11529559151700919,-0.32572731161480295
284,2020,East Asia & Pacific (excluding high income),EAP,0.8954191497977005,0.12877759036754405,0.1577405329892064,0.11080169307151035,-0.27856440219104817
285,2016,Ecuador,ECU,0.9038921784016151,0.1426978818283166,0.1570796460176991,0.11358403683806599,-0.3070786706603795
286,2017,Ecuador,ECU,0.9064843657527571,0.13823857302118173,0.15265486725663716,0.11051419800460476,-0.2700141740779368
287,2018,Ecuador,ECU,0.9090410436881299,0.13377926421404682,0.15265486725663716,0.1066768994627782,-0.2431896843609881
288,2019,Ecuador,ECU,0.9115267027919647,0.1293199554069119,0.15044247787610618,0.10283960092095164,-0.2097990453339842
289,2020,Ecuador,ECU,0.9140478713115686,0.1237458193979933,0.14823008849557523,0.0997697620874904,-0.17721308132110536
290,2016,"Egypt, Arab Rep.",EGY,0.8460946860014962,0.2129319955406912,0.2632743362831858,0.1726784343821949,-1.0603060514582234
291,2017,"Egypt, Arab Rep.",EGY,0.8481542321161022,0.20624303232998883,0.25442477876106195,0.16653875671527243,-0.9937611956881511
292,2018,"Egypt, Arab Rep.",EGY,0.8501545958710929,0.19843924191750278,0.24557522123893802,0.16039907904834994,-0.9250458678741266
293,2019,"Egypt, Arab Rep.",EGY,0.8521076137383915,0.19175027870680042,0.23672566371681414,0.15425940138142746,-0.8586075403513614
294,2020,"Egypt, Arab Rep.",EGY,0.8543328704599201,0.1850613154960981,0.22787610619469026,0.1496546431312356,-0.7980366516412895
295,2016,El Salvador,SLV,0.8598486663760484,0.1426978818283166,0.1592920353982301,0.1143514965464313,-0.3608291896610002
296,2017,El Salvador,SLV,0.8625473819744974,0.13712374581939799,0.15486725663716813,0.10974673829623945,-0.3152888327607607
297,2018,El Salvador,SLV,0.8651987516852545,0.1326644370122631,0.14823008849557523,0.10590943975441289,-0.268458146843649
298,2019,El Salvador,SLV,0.8678146119802425,0.1282051282051282,0.14380530973451328,0.10207214121258634,-0.22830013848389907
299,2020,El Salvador,SLV,0.8704699271816405,0.1237458193979933,0.13716814159292035,0.09900230237912509,-0.18453534590960752
300,2016,Equatorial Guinea,GNQ,0.683118304093399,0.7313266443701225,0.6902654867256637,0.6907137375287796,-5.613186394938956
301,2017,Equatorial Guinea,GNQ,0.6872373963226108,0.7090301003344481,0.6747787610619469,0.6669224865694551,-5.422849033809946
302,2018,Equatorial Guinea,GNQ,0.6912736332483616,0.6878483835005574,0.661504424778761,0.6438986953184958,-5.24453118936302
303,2019,Equatorial Guinea,GNQ,0.695215178398728,0.6688963210702341,0.6460176991150441,0.6231772831926323,-5.073339693857402
304,2020,Equatorial Guinea,GNQ,0.6992040694367866,0.6499442586399108,0.6349557522123893,0.6024558710667689,-4.915375188747278
305,2016,Eritrea,ERI,0.7706845233799197,0.3690078037904125,0.4269911504424779,0.3438219493476592,-2.623592332918976
306,2017,Eritrea,ERI,0.7757386968910502,0.358974358974359,0.4181415929203539,0.33231005372217953,-2.525875014707448
307,2018,Eritrea,ERI,0.7805087950760283,0.34894091415830547,0.40929203539823006,0.3215656178050652,-2.4315116106555337
308,2019,Eritrea,ERI,0.7850066544067769,0.34002229654403565,0.4004424778761062,0.31158864159631616,-2.3427199386948776
309,2020,Eritrea,ERI,0.7909012174244419,0.3311036789297659,0.39159292035398224,0.3016116653875671,-2.252531563047305
310,2016,Estonia,EST,0.9190010017696983,0.02452619843924192,0.028761061946902654,0.0214888718342287,0.6977099317135917
311,2017,Estonia,EST,0.9243418488569155,0.023411371237458196,0.026548672566371678,0.019953952417498082,0.7180572790128917
312,2018,Estonia,EST,0.926131754367226,0.021181716833890744,0.024336283185840708,0.018419033000767457,0.7370833391388525
313,2019,Estonia,EST,0.9291341765135541,0.020066889632107024,0.022123893805309734,0.017651573292402144,0.7520224226638023
314,2020,Estonia,EST,0.9332625069647535,0.0189520624303233,0.01991150442477876,0.016116653875671526,0.7711572533270845
315,2016,Eswatini,SWZ,0.6742291136792091,0.47491638795986624,0.4823008849557522,0.4267075978511128,-3.429336708512231
316,2017,Eswatini,SWZ,0.6902912060787507,0.48494983277591974,0.47566371681415925,0.4443591711435149,-3.484036294489626
317,2018,Eswatini,SWZ,0.703098268699461,0.439241917502787,0.4668141592920354,0.4006139677666922,-3.178283915248988
318,2019,Eswatini,SWZ,0.712484590934418,0.4202898550724638,0.45796460176991144,0.36838066001534914,-2.975511564581641
319,2020,Eswatini,SWZ,0.7252364166861542,0.4169453734671126,0.4491150442477876,0.3576362240982348,-2.886544359384373
320,2016,Ethiopia,ETH,0.775075854463361,0.46042363433667777,0.6792035398230087,0.45280122793553335,-3.9945869454211542
321,2017,Ethiopia,ETH,0.7796920785133398,0.44035674470457076,0.6570796460176991,0.4290099769762087,-3.7883002568537343
322,2018,Ethiopia,ETH,0.784047900181012,0.4236343366778149,0.6349557522123893,0.40828856485034537,-3.601242289213167
323,2019,Ethiopia,ETH,0.7882735206575311,0.4080267558528428,0.6150442477876106,0.38986953184957784,-3.432390861809298
324,2020,Ethiopia,ETH,0.7935407506632761,0.3946488294314381,0.5973451327433628,0.3737528779739064,-3.282803818325314
325,2016,Euro area,EMU,0.9700526746729428,0.03506966147430435,0.050244917962950664,0.02942824513841481,0.6314656172818228
326,2017,Euro area,EMU,0.9697895621250765,0.03509534187754113,0.05029099116797787,0.029390177677912275,0.6311651941544115
327,2018,Euro area,EMU,0.971299485700641,0.034809423932795874,0.04973303083011106,0.029085505766394317,0.6361395222791387
328,2019,Euro area,EMU,0.9710469726419321,0.03454630044610011,0.049480817348835616,0.028580851599374825,0.6391885133057258
329,2020,Euro area,EMU,0.9707944595832231,0.03409632649163155,0.04818955880871438,0.028513272400759782,0.6439800405707777
330,2016,Europe & Central Asia,ECS,0.9184591751737399,0.0858416945373467,0.10619469026548671,0.06907137375287797,0.15190622029107448
331,2017,Europe & Central Asia,ECS,0.9207426570058046,0.08249721293199554,0.10176991150442477,0.06600153491941672,0.18643235695087235
332,2018,Europe & Central Asia,ECS,0.9221836804440516,0.07915273132664437,0.09734513274336283,0.0636991557943208,0.2170461963833913
333,2019,Europe & Central Asia,ECS,0.9236150240009656,0.0758082497212932,0.09292035398230088,0.060629316960859554,0.2507201947680384
334,2020,Europe & Central Asia,ECS,0.9259081857143634,0.07246376811594203,0.0907079646017699,0.05832693783576361,0.2755490043341152
335,2016,Europe & Central Asia (IDA & IBRD countries),TEC,0.870068163020014,0.12050081752817836,0.14185459954462654,0.09598264286508748,-0.18042784213057228
336,2017,Europe & Central Asia (IDA & IBRD countries),TEC,0.8747273296667544,0.11393323707850389,0.1356674473557938,0.09114723791566462,-0.12473043822029328
337,2018,Europe & Central Asia (IDA & IBRD countries),TEC,0.8763657093164625,0.108788266670566,0.12896894126570066,0.08673025341664772,-0.07503866148836236
338,2019,Europe & Central Asia (IDA & IBRD countries),TEC,0.8794262586061702,0.10371746867896164,0.12349780448359601,0.08275246064233231,-0.02951193477187042
339,2020,Europe & Central Asia (IDA & IBRD countries),TEC,0.882486807895878,0.09928607269589097,0.11771119577495376,0.0791476898317498,0.014190315852235513
340,2016,Europe & Central Asia (excluding high income),ECA,0.8647951574120872,0.12550723153481716,0.14704158556217545,0.09998822144577359,-0.22729694812716772
341,2017,Europe & Central Asia (excluding high income),ECA,0.8700909776263429,0.11857486492838795,0.14058246517389536,0.0948815395701696,-0.16833230603279759
342,2018,Europe & Central Asia (excluding high income),ECA,0.8720561235810654,0.11317107145975026,0.13344672800162077,0.09022900329581657,-0.11554221652656371
343,2019,Europe & Central Asia (excluding high income),ECA,0.8751338483664887,0.10784579199150066,0.12775519433589955,0.086044568698396,-0.06800159341779521
344,2020,Europe & Central Asia (excluding high income),ECA,0.8759864154905106,0.10319278002433288,0.12158730392559292,0.08220359509564926,-0.023975436717530885
345,2016,European Union,EUU,0.9581608000081495,0.038446535293604124,0.05323352325779689,0.03196917168987981,0.5936904728880315
346,2017,European Union,EUU,0.9579355993203766,0.03794993755534805,0.05261601320602278,0.03154845578645886,0.5979938614457768
347,2018,European Union,EUU,0.9591673833140546,0.037237060627604686,0.051803125922707964,0.030939881720043742,0.6055243574105464
348,2019,European Union,EUU,0.9595099468255408,0.03664515337868651,0.05125540447417079,0.030263824222537605,0.611398129755505
349,2020,European Union,EUU,0.9616309513014106,0.03594744260207581,0.0501498380767511,0.030002262716547424,0.619277501000816
350,2016,Fiji,FJI,0.7951150014290381,0.23522853957636566,0.22566371681415925,0.19109746738296238,-1.1167230976980207
351,2017,Fiji,FJI,0.7960264097671108,0.23968784838350055,0.23451327433628316,0.19570222563315423,-1.1696980125413567
352,2018,Fiji,FJI,0.7970798557682598,0.2463768115942029,0.24336283185840707,0.20107444359171142,-1.2300600373622128
353,2019,Fiji,FJI,0.7982990123763313,0.25195094760312153,0.252212389380531,0.20644666155026858,-1.2880266971725791
354,2020,Fiji,FJI,0.7990447101074815,0.2564102564102564,0.2566371681415929,0.21028396009209513,-1.3248231475061902
355,2016,Finland,FIN,0.9638352478586095,0.02229654403567447,0.030973451327433624,0.018419033000767457,0.7526456738018898
356,2017,Finland,FIN,0.9662314116869293,0.02229654403567447,0.030973451327433624,0.018419033000767457,0.7550418376302097
357,2018,Finland,FIN,0.9674439283229458,0.021181716833890744,0.030973451327433624,0.018419033000767457,0.7584840086697936
358,2019,Finland,FIN,0.9680501866409552,0.021181716833890744,0.030973451327433624,0.017651573292402144,0.7621601058212643
359,2020,Finland,FIN,0.9734199031718884,0.021181716833890744,0.030973451327433624,0.017651573292402144,0.7675298223521975
360,2016,Fragile and conflict affected situations,FCS,0.7287752209671349,0.6393064133474805,0.6719930625832323,0.6533565793486814,-5.179243110872249
361,2017,Fragile and conflict affected situations,FCS,0.732592957633624,0.6241051366895295,0.6615517417644888,0.63443384648597,-5.0380079269827815
362,2018,Fragile and conflict affected situations,FCS,0.7361604825654657,0.6106404275249966,0.6497022195451039,0.6176894555309332,-4.904984853243572
363,2019,Fragile and conflict affected situations,FCS,0.7395438113900822,0.5965196938579577,0.6385681046856747,0.6008708434167942,-4.772683264050033
364,2020,Fragile and conflict affected situations,FCS,0.7430192382683113,0.5822240648364448,0.6278978012058009,0.5838092174678909,-4.640359164893545
365,2016,France,FRA,0.9773750169607988,0.03567447045707915,0.05530973451327433,0.03223330775134305,0.6111636415014452
366,2017,France,FRA,0.9774038864045143,0.03678929765886287,0.05752212389380531,0.03300076745970836,0.5992558495665392
367,2018,France,FRA,0.9791649224711093,0.0379041248606466,0.05752212389380531,0.03300076745970836,0.5987872312295668
368,2019,France,FRA,0.9774327558482284,0.0379041248606466,0.05752212389380531,0.03300076745970836,0.5970550646066859
369,2020,France,FRA,0.9774471905700856,0.0379041248606466,0.05752212389380531,0.03376822716807368,0.5939996604950817
370,2016,Gabon,GAB,0.7743183202602877,0.3857302118171683,0.47123893805309736,0.3637759017651573,-2.86596252459397
371,2017,Gabon,GAB,0.77930147493988,0.3756967670011149,0.4623893805309734,0.3491941673062164,-2.7560368698801354
372,2018,Gabon,GAB,0.7834205671690918,0.36231884057971014,0.45353982300884954,0.33844973138910206,-2.6556355085732855
373,2019,Gabon,GAB,0.7867347793075382,0.3511705685618729,0.4446902654867257,0.33000767459708363,-2.569707852664719
374,2020,Gabon,GAB,0.7942509389786572,0.3422519509476031,0.4358407079646017,0.3200306983883346,-2.4778978803636917
375,2016,"Gambia, The",GMB,0.7239896416435957,0.4303232998885173,0.6305309734513274,0.44052187260168835,-3.790337368894174
376,2017,"Gambia, The",GMB,0.727232834950504,0.4180602006688963,0.6150442477876106,0.4228702993092862,-3.645501506987265
377,2018,"Gambia, The",GMB,0.7307245941677956,0.4069119286510591,0.5995575221238938,0.40752110514198003,-3.511856250073924
378,2019,"Gambia, The",GMB,0.7344530828235477,0.39687848383500557,0.5840707964601769,0.39293937068303914,-3.38327375695915
379,2020,"Gambia, The",GMB,0.7380632067600695,0.38684503901895206,0.5685840707964601,0.3791250959324635,-3.257879467397069
380,2016,Georgia,GEO,0.8665126000687099,0.10144927536231883,0.13716814159292035,0.0782808902532617,-0.06101393644773567
381,2017,Georgia,GEO,0.8689627497567757,0.09810479375696768,0.12831858407079644,0.07597851112816577,-0.01611663448221201
382,2018,Georgia,GEO,0.8711643335344578,0.09698996655518394,0.11946902654867257,0.07444359171143514,0.021002953932331647
383,2019,Georgia,GEO,0.8731410243456026,0.09364548494983278,0.11504424778761062,0.07290867229470452,0.04908262190428714
384,2020,Georgia,GEO,0.8752301616400161,0.09141583054626531,0.11061946902654866,0.0713737528779739,0.07504508195594395
385,2016,Germany,DEU,0.9586387479899655,0.03678929765886287,0.050884955752212385,0.02993092862624712,0.6126815709106141
386,2017,Germany,DEU,0.9586676174336809,0.03678929765886287,0.050884955752212385,0.02993092862624712,0.6127104403543295
387,2018,Germany,DEU,0.9574839702413785,0.03567447045707915,0.050884955752212385,0.029163468917881807,0.6168262863990559
388,2019,Germany,DEU,0.9580613591156726,0.03567447045707915,0.050884955752212385,0.028396009209516498,0.6204735141068112
389,2020,Germany,DEU,0.9586387479899667,0.03455964325529543,0.048672566371681415,0.028396009209516498,0.6299177255262656
390,2016,Ghana,GHA,0.7471654536688739,0.4169453734671126,0.5619469026548672,0.4006139677666922,-3.3750218722967222
391,2017,Ghana,GHA,0.7511780176507785,0.40356744704570796,0.5464601769911503,0.3844973138910207,-3.2333266629781714
392,2018,Ghana,GHA,0.7549301792503766,0.39018952062430323,0.5331858407079646,0.3691481197237145,-3.101598863016981
393,2019,Ghana,GHA,0.7584101019957452,0.379041248606466,0.5199115044247787,0.3561013046815042,-2.9838121272175395
394,2020,Ghana,GHA,0.7618900247411139,0.36789297658862874,0.5066371681415929,0.3430544896392939,-2.866025391418098
395,2016,Greece,GRC,0.9633444673154603,0.043478260869565216,0.05752212389380531,0.03376822716807368,0.5687486652226192
396,2017,Greece,GRC,0.9621608201231582,0.04236343366778149,0.05752212389380531,0.03300076745970836,0.5728645112673458
397,2018,Greece,GRC,0.9680790560846694,0.04124860646599777,0.05530973451327433,0.03223330775134305,0.5907194086074786
398,2019,Greece,GRC,0.9698689615949798,0.04124860646599777,0.05530973451327433,0.03223330775134305,0.5925093141177891
399,2020,Greece,GRC,0.9586098785462516,0.04013377926421405,0.053097345132743355,0.03146584804297774,0.5931868924476824
400,2016,Grenada,GRD,0.857055259002215,0.1616499442586399,0.2411504424778761,0.12586339217191095,-0.6931495256363368
401,2017,Grenada,GRD,0.8568185295637546,0.16276477146042362,0.24557522123893802,0.1273983115886416,-0.7150299234284733
402,2018,Grenada,GRD,0.8567711836760624,0.16387959866220733,0.24557522123893802,0.1273983115886416,-0.7173069237197328
403,2019,Grenada,GRD,0.8569250578110619,0.16387959866220733,0.24557522123893802,0.12663085188027629,-0.714083210751272
404,2020,Grenada,GRD,0.8570789319460612,0.1616499442586399,0.2411504424778761,0.12586339217191095,-0.6931258526924906
405,2016,Guatemala,GTM,0.8704659816909995,0.25529542920847265,0.2853982300884956,0.20951650038372985,-1.334385568526352
406,2017,Guatemala,GTM,0.8736499926382926,0.2474916387959866,0.2743362831858407,0.20260936300844204,-1.2547795865449711
407,2018,Guatemala,GTM,0.8766446200348174,0.2385730211817168,0.2654867256637168,0.19493476592478892,-1.1767006630189223
408,2019,Guatemala,GTM,0.8794735368244198,0.23076923076923075,0.25442477876106195,0.18802762854950114,-1.0974497751952321
409,2020,Guatemala,GTM,0.8826338748278667,0.22408026755852845,0.24557522123893802,0.18112049117421336,-1.0267342887028574
410,2016,Guinea,GIN,0.7122005156082654,0.7480490523968784,0.6946902654867256,0.802762854950115,-6.079019805446128
411,2017,Guinea,GIN,0.7185448645590055,0.7357859531772575,0.6880530973451328,0.7874136607828088,-5.9668409769621436
412,2018,Guinea,GIN,0.7242145346101332,0.7212931995540691,0.6792035398230087,0.7705295471987721,-5.83810067276212
413,2019,Guinea,GIN,0.7291503434020336,0.7068004459308806,0.6703539823008849,0.7521105141980046,-5.7039545521544
414,2020,Guinea,GIN,0.7340861521939339,0.6911928651059086,0.661504424778761,0.733691481197237,-5.567578777143115
415,2016,Guinea-Bissau,GNB,0.6785612624030354,0.6477146042363434,0.8495575221238937,0.6807367613200307,-5.888487557721455
416,2017,Guinea-Bissau,GNB,0.6826448452164782,0.6276477146042363,0.829646017699115,0.6561780506523407,-5.686300839698702
417,2018,Guinea-Bissau,GNB,0.6865508809510755,0.6086956521739131,0.8119469026548672,0.6331542594013814,-5.499298168966878
418,2019,Guinea-Bissau,GNB,0.6903267154945197,0.5908584169453734,0.7942477876106194,0.6108979278587873,-5.317725192663234
419,2020,Guinea-Bissau,GNB,0.694102550037964,0.5730211817168338,0.7765486725663716,0.5894090560245586,-5.139222055193054
420,2016,Guyana,GUY,0.8220903209416064,0.29654403567447046,0.4336283185840708,0.24635456638526476,-2.057300971700606
421,2017,Guyana,GUY,0.8241025211685202,0.2887402452619844,0.4225663716814159,0.23944742900997695,-1.978866800439604
422,2018,Guyana,GUY,0.8258779919569736,0.2809364548494983,0.4070796460176991,0.23177283192632384,-1.8843251835004158
423,2019,Guyana,GUY,0.8274404062508127,0.27313266443701223,0.3960176991150442,0.22486569455103605,-1.8063407981724886
424,2020,Guyana,GUY,0.8294289335338806,0.2653288740245262,0.3827433628318584,0.21795855717574825,-1.7212931317137405
425,2016,Haiti,HTI,0.7444667380704247,0.5741360089186176,0.588495575221239,0.5211051419800461,-4.253712573350712
426,2017,Haiti,HTI,0.7491303080080957,0.5607580824972129,0.579646017699115,0.5065234075211051,-4.137417540168095
427,2018,Haiti,HTI,0.7535098026196139,0.5462653288740245,0.5685840707964601,0.49194167306216413,-4.012539759766472
428,2019,Haiti,HTI,0.7575460395453647,0.5328874024526198,0.5575221238938053,0.4773599386032233,-3.8902348914541838
429,2020,Haiti,HTI,0.7617539053139992,0.5206243032329989,0.5486725663716814,0.464313123561013,-3.7827648945110948
430,2016,Heavily indebted poor countries (HIPC),HPC,0.7376878088477562,0.5708428640218373,0.6236218625183694,0.5658610073774113,-4.538307536260671
431,2017,Heavily indebted poor countries (HIPC),HPC,0.7427228916364352,0.5534915853760791,0.610071182650604,0.5457849667411527,-4.377613694032147
432,2018,Heavily indebted poor countries (HIPC),HPC,0.7472955501798093,0.5376945119396087,0.5959469848993673,0.5268678662994788,-4.223405893595425
433,2019,Heavily indebted poor countries (HIPC),HPC,0.7514556459540458,0.5229913200730212,0.5827833478840421,0.5092746789160536,-4.079975753508338
434,2020,Heavily indebted poor countries (HIPC),HPC,0.7558220231128511,0.5087083134663857,0.5701095866365442,0.4921434041284781,-3.940496980243466
435,2016,High income,HIC,0.9545388359507501,0.04905239687848384,0.06415929203539822,0.039907904834996163,0.5043245467476031
436,2017,High income,HIC,0.955018213316089,0.047937569676700105,0.06415929203539822,0.03914044512663085,0.5101034173499708
